,M024X,M024Y,M024Z,M025X,M025Y,M025Z,M026X,M026Y,M026Z,M027X,M027Y,M027Z,M028X,M028Y,M028Z,M029X,M029Y,M029Z,M030X,M030Y,M030Z,Time
5.51667,159.587,-127.214,1098.53,159.664,-103.829,940.182,125.599,-85.788,436.509,104.588,-196.705,22.2206,75.8445,-208.39,-9.41944,149.565,-55.3331,-24.3028,105.508,38.6418,-22.3297,0.09167
5.525,159.686,-127.306,1098.49,159.808,-103.806,940.237,125.672,-86.0352,436.418,104.652,-196.762,22.2269,75.8265,-208.351,-9.35143,149.591,-55.272,-24.4007,105.635,38.5675,-22.5169,0.1
5.53333,159.748,-127.467,1098.51,160.098,-103.661,940.38,126.195,-85.978,436.734,104.678,-196.781,22.2582,75.855,-208.398,-9.43911,149.707,-55.3738,-24.3362,105.594,38.5544,-22.3691,0.10833
5.54167,159.815,-127.559,1098.55,160.19,-103.62,940.489,126.152,-86.2091,436.618,104.497,-196.895,22.1241,75.8446,-208.37,-9.38755,149.659,-55.3239,-24.401,105.573,38.4699,-22.4819,0.11667
5.55,159.831,-127.638,1098.63,160.263,-103.508,940.629,126.276,-86.2695,436.578,104.698,-196.876,22.2226,75.8289,-208.392,-9.43094,149.692,-55.3701,-24.3771,105.604,38.5035,-22.3921,0.125
5.55833,159.882,-127.651,1098.74,160.428,-103.273,940.746,126.666,-86.1869,436.774,104.586,-196.944,22.3751,75.8204,-208.396,-9.44036,149.706,-55.3995,-24.462,105.686,38.5112,-22.4767,0.13333
5.56667,159.837,-127.578,1098.85,160.369,-103.124,940.849,126.395,-86.4258,436.403,104.757,-196.879,22.3014,75.557,-208.308,-9.69076,149.712,-55.3884,-24.4892,105.734,38.4567,-22.5037,0.14167
5.575,159.737,-127.441,1098.98,160.516,-102.773,940.943,126.771,-86.2346,436.702,104.805,-196.771,22.3718,76.1753,-208.221,-9.26298,149.729,-55.4511,-24.4617,105.707,38.4235,-22.4803,0.15
5.58333,159.613,-127.203,1099.13,160.479,-102.525,941.016,126.531,-86.2801,436.486,104.778,-196.88,22.3117,75.9698,-208.527,-9.53388,149.816,-55.4693,-24.4011,105.749,38.4274,-22.3868,0.15833
5.59167,159.49,-126.86,1099.27,160.417,-102.177,941.134,126.403,-86.1376,436.478,104.798,-196.673,22.1813,75.8675,-208.468,-9.4288,149.762,-55.455,-24.4768,105.788,38.3331,-22.4261,0.16667
5.6,159.26,-126.484,1099.39,160.451,-101.69,941.206,126.687,-85.7499,436.751,104.766,-196.867,22.3842,75.8989,-208.496,-9.49401,149.794,-55.4681,-24.4443,105.739,38.4268,-22.3724,0.175
5.60833,158.99,-126.038,1099.45,160.248,-101.382,941.316,126.161,-85.6322,436.578,104.779,-196.911,22.3849,75.878,-208.537,-9.4589,149.736,-55.4921,-24.49,105.728,38.3755,-22.4526,0.18333
5.61667,158.752,-125.565,1099.47,160.062,-100.906,941.457,125.936,-85.08,436.558,104.625,-196.774,22.4682,75.8543,-208.45,-9.42415,149.746,-55.4324,-24.4293,105.674,38.4448,-22.3659,0.19167
5.625,158.457,-125.046,1099.49,160.104,-100.314,941.559,125.491,-84.6121,436.74,104.734,-196.838,22.7302,75.7964,-208.561,-9.3025,149.593,-55.4391,-24.4873,105.635,38.406,-22.482,0.2
5.63333,158.254,-124.49,1099.51,159.978,-99.8624,941.678,124.675,-84.1364,436.451,104.387,-196.55,22.6282,75.7652,-208.388,-9.36329,149.546,-55.4494,-24.46,105.622,38.4088,-22.4743,0.20833
5.64167,157.97,-123.974,1099.59,159.864,-99.3605,941.813,124.273,-83.3539,436.68,104.222,-196.383,22.7413,75.6301,-208.284,-9.23496,149.451,-55.4163,-24.3924,105.604,38.3936,-22.4432,0.21667
5.65,157.748,-123.504,1099.72,159.592,-98.947,941.907,123.525,-82.6555,436.593,104.088,-196.273,22.821,75.6215,-208.36,-9.30023,149.361,-55.4483,-24.3189,105.583,38.4593,-22.3035,0.225
5.65833,157.574,-122.949,1099.87,159.297,-98.5535,941.987,123.025,-81.6836,436.573,103.904,-196.122,22.9415,75.4771,-208.256,-9.1753,149.189,-55.5455,-24.4079,105.612,38.3618,-22.369,0.23333
5.66667,157.397,-122.45,1100.13,159.202,-98.0135,942.04,122.342,-80.8659,436.577,103.709,-195.951,23.1076,75.3733,-208.271,-9.18925,149.093,-55.6214,-24.3804,105.636,38.3195,-22.2427,0.24167
5.675,157.228,-121.946,1100.45,158.846,-97.6524,942.106,121.548,-79.9709,436.246,103.549,-195.816,23.1572,75.2626,-208.188,-9.08571,148.955,-55.6369,-24.4092,105.63,38.1953,-22.3227,0.25
5.68333,157.064,-121.393,1100.79,158.526,-97.161,942.132,120.847,-79.1073,436.072,103.132,-195.792,23.1159,75.1613,-208.18,-9.06795,148.781,-55.6952,-24.2938,105.603,38.1663,-22.154,0.25833
5.69167,156.921,-120.848,1101.18,158.267,-96.6371,942.123,120.745,-77.7466,436.325,103.187,-195.559,23.3425,75.0569,-208.153,-9.03201,148.704,-55.7415,-24.2906,105.54,38.1669,-22.178,0.26667
5.7,156.735,-120.264,1101.52,157.773,-96.3026,942.126,120.317,-76.6565,436.078,102.872,-195.5,23.464,74.9823,-208.079,-8.99702,148.609,-55.7761,-24.2009,105.522,38.1361,-22.149,0.275
5.70833,156.574,-119.702,1101.81,157.457,-95.9381,942.127,120.053,-75.7142,436.245,102.963,-195.287,23.526,74.6164,-207.907,-9.13596,148.475,-55.7464,-24.2339,105.483,38.1225,-22.0902,0.28333
5.71667,156.391,-119.158,1101.96,157.068,-95.6095,942.092,119.532,-74.9713,435.936,102.911,-195.09,23.5707,75.2015,-207.861,-8.75807,148.383,-55.7564,-24.1733,105.432,38.2141,-21.9391,0.29167
5.725,156.143,-118.645,1102.06,156.795,-95.3098,941.985,119.206,-74.2116,435.802,102.835,-195.114,23.5535,74.8987,-208.073,-8.91805,148.323,-55.8661,-24.2133,105.563,37.9718,-22.0513,0.3
5.73333,155.864,-118.182,1102.09,156.66,-94.8863,941.928,119.409,-73.3172,435.95,102.789,-194.839,23.4556,74.7847,-208.104,-8.9094,148.241,-56.0206,-24.2096,105.636,37.8846,-21.8148,0.30833
5.74167,155.629,-117.708,1102.03,156.281,-94.6609,941.883,119.239,-72.6085,435.776,102.736,-195.105,23.5915,74.7617,-208.113,-8.9364,148.213,-56.1501,-24.2528,105.743,37.6664,-21.7056,0.31667
5.75,155.365,-117.255,1101.91,156.092,-94.4147,941.878,118.734,-72.0851,435.611,102.821,-195.301,23.5709,74.7157,-208.284,-9.02218,148.084,-56.3683,-24.2123,105.797,37.6581,-21.3094,0.325
5.75833,155.068,-116.763,1101.79,155.996,-94.0966,941.904,119.176,-71.1654,435.585,102.641,-195.225,23.7253,74.6866,-208.207,-9.01514,147.995,-56.5885,-24.2813,105.859,37.4533,-21.0927,0.33333
5.76667,154.771,-116.272,1101.66,155.754,-93.9869,941.857,119.053,-70.4515,435.338,102.769,-195.378,23.8888,74.6618,-208.366,-8.9364,147.95,-56.6533,-24.2347,105.811,37.3732,-20.7439,0.34167
5.775,154.459,-115.69,1101.56,155.777,-93.7359,941.947,119.321,-69.5884,435.405,102.513,-195.147,23.7736,74.6345,-208.171,-8.98313,147.894,-56.6902,-24.1706,105.779,37.3248,-20.4075,0.35
5.78333,154.071,-115.043,1101.48,155.612,-93.7479,941.874,118.771,-69.1141,435,102.439,-195.114,23.7505,74.549,-208.163,-8.98057,147.772,-56.7521,-24.0356,105.781,37.4265,-20.0846,0.35833
5.79167,153.772,-114.455,1101.4,155.585,-93.616,941.812,119.009,-68.2622,435.009,102.375,-195.097,23.781,74.5673,-208.168,-8.98033,147.728,-56.8334,-24.0518,105.822,37.2977,-20.0136,0.36667
5.8,153.415,-113.758,1101.39,155.624,-93.4852,941.77,119.367,-67.3823,435.188,102.323,-195.064,23.8597,74.5122,-208.189,-8.99976,147.718,-56.8743,-23.9509,105.956,37.3765,-19.7145,0.375
5.80833,153.112,-113.121,1101.45,155.234,-93.704,941.682,119.155,-66.8158,434.871,102.265,-195.073,23.8982,74.4919,-208.166,-8.96728,147.724,-56.8763,-24.0365,106.036,37.2982,-19.6735,0.38333
5.81667,152.818,-112.453,1101.46,155.235,-93.5933,941.591,119.163,-66.1942,434.764,102.223,-195.097,23.9374,74.4268,-208.174,-8.97664,147.695,-56.9032,-23.9452,106.123,37.267,-19.4718,0.39167
5.825,152.62,-111.813,1101.44,155.412,-93.3808,941.462,119.232,-65.5416,434.814,102.032,-195.093,23.9395,74.3509,-208.173,-8.95876,147.747,-56.9614,-24.0129,106.18,37.2381,-19.4142,0.4
5.83333,152.32,-111.093,1101.42,155.246,-93.3722,941.393,118.942,-65.057,434.593,102.061,-195.042,23.9894,74.3111,-208.155,-8.93974,147.726,-56.9863,-23.9516,106.237,37.2601,-19.295,0.40833
5.84167,152.098,-110.427,1101.48,155.197,-93.242,941.267,119.323,-64.2123,434.647,101.739,-195.121,24.1553,74.276,-208.106,-8.9007,147.764,-57.0441,-23.9153,106.306,37.2279,-19.2403,0.41667
5.85,151.897,-109.677,1101.46,155.255,-92.7389,941.037,119.169,-63.7065,434.434,101.959,-195.001,24.0752,73.9669,-208.016,-9.10008,147.788,-57.069,-23.8237,106.344,37.2241,-19.1483,0.425
5.85833,151.797,-108.888,1101.44,155.233,-92.4983,940.875,119.066,-63.2256,434.301,101.958,-194.801,24.1576,74.5244,-207.824,-8.62729,147.858,-57.0109,-23.9563,106.346,37.2109,-19.4321,0.43333
5.86667,151.586,-108.135,1101.4,154.751,-92.5769,940.84,119.022,-62.7831,434.404,101.889,-194.745,24.1597,74.2163,-207.988,-8.76355,147.894,-56.8861,-23.9062,106.223,37.3608,-19.7404,0.44167
5.875,151.436,-107.258,1101.32,154.778,-92.1156,940.827,118.837,-62.4255,434.135,101.839,-194.318,23.9716,74.0797,-207.798,-8.56531,148.091,-56.6544,-24.0245,106.01,37.4945,-20.3884,0.45
5.88333,151.209,-106.367,1101.27,154.363,-92.0533,940.726,118.662,-62.2431,434.104,101.84,-194.29,24.1075,74.0674,-207.656,-8.50248,148.268,-56.3056,-23.9804,105.851,37.9211,-21.0888,0.45833
5.89167,151.044,-105.391,1101.17,154.033,-91.8693,940.652,118.828,-61.9924,434.247,101.965,-194.205,24.0877,74.0318,-207.656,-8.41725,148.594,-55.9684,-24.0404,105.661,38.1498,-21.6671,0.46667
5.9,150.874,-104.378,1101.02,153.914,-91.2389,940.574,118.877,-61.8972,434.101,101.805,-194.031,24.1681,73.9796,-207.423,-8.26228,148.761,-55.747,-24.1647,105.509,38.3105,-21.8341,0.475
5.90833,150.652,-103.394,1100.91,153.478,-90.9459,940.551,119.026,-61.8418,434.259,101.979,-194.11,24.4046,73.8953,-207.417,-8.03041,148.99,-55.4317,-24.1907,105.349,38.5805,-21.9037,0.48333
5.91667,150.471,-102.286,1100.71,153.212,-90.4818,940.532,118.862,-61.9616,434.166,101.774,-193.968,24.2761,73.8812,-207.246,-8.02368,149.15,-55.1901,-24.1539,105.166,38.9239,-21.852,0.49167
5.925,150.323,-101.214,1100.5,152.932,-90.0145,940.465,118.67,-62.1527,434.206,101.708,-193.919,24.3009,73.7328,-207.113,-7.83652,149.239,-54.9584,-24.2851,104.947,39.1172,-22.0913,0.5
5.93333,150.156,-100.141,1100.32,152.76,-89.7222,940.556,118.665,-62.2702,434.365,101.659,-193.942,24.4479,73.7183,-207.13,-7.76833,149.344,-54.8374,-24.164,104.904,39.4017,-22.1561,0.50833
5.94167,149.936,-98.996,1100.13,152.417,-89.3941,940.503,118.569,-62.3763,434.394,101.579,-193.956,24.5461,73.5629,-206.956,-7.53105,149.519,-54.6893,-24.2455,104.865,39.5617,-22.5043,0.51667
5.95,149.748,-97.9294,1100.02,152.242,-88.9573,940.573,118.397,-62.4784,434.52,101.445,-193.937,24.6931,73.404,-206.883,-7.37196,149.541,-54.4855,-24.1471,104.806,39.9892,-22.6027,0.525
5.95833,149.569,-96.8197,1099.95,151.933,-88.6359,940.617,118.093,-62.5963,434.741,101.266,-193.876,24.888,73.2218,-206.792,-7.14821,149.602,-54.3016,-24.2,104.645,40.1797,-22.7917,0.53333
5.96667,149.51,-95.7747,1099.81,151.703,-88.1981,940.654,117.69,-62.598,434.767,101.039,-193.884,24.998,73.0275,-206.66,-6.89161,149.591,-54.1469,-24.1877,104.571,40.3975,-22.8353,0.54167
5.975,149.347,-94.7522,1099.76,151.602,-87.758,940.786,117.094,-62.7939,435.005,100.946,-193.818,25.2436,72.8057,-206.518,-6.62392,149.54,-54.0548,-24.145,104.447,40.5321,-22.8627,0.55
5.98333,149.246,-93.7518,1099.73,151.427,-87.3623,940.809,116.805,-62.4499,434.927,100.538,-193.968,25.4905,72.6729,-206.461,-6.46168,149.438,-53.9402,-24.0711,104.399,40.7429,-22.8649,0.55833
5.99167,149.151,-92.7633,1099.69,151.217,-86.8744,940.865,116.278,-62.6113,435.136,100.744,-193.911,25.5545,72.1985,-206.272,-6.45757,149.442,-53.9149,-24.0807,104.297,40.7205,-22.9271,0.56667
6,149.067,-91.8317,1099.63,150.924,-86.3361,941.039,115.727,-62.8052,435.367,100.703,-193.824,25.8098,72.7868,-206.238,-5.98156,149.483,-53.8825,-24.0238,104.229,40.8913,-22.8313,0.575
6.00833,148.922,-90.9004,1099.58,150.857,-85.774,940.97,115.373,-62.8211,435.393,100.633,-193.978,25.8325,72.5008,-206.426,-5.99962,149.459,-53.8434,-24.0951,104.209,40.8036,-22.9207,0.58333
6.01667,148.947,-89.8551,1099.51,150.655,-85.256,941.011,114.951,-62.9995,435.524,100.607,-193.749,25.7586,72.3729,-206.384,-5.86128,149.392,-53.8406,-24.0423,104.211,40.8633,-22.8779,0.59167
6.025,148.68,-88.8942,1099.51,150.436,-84.8626,941.126,114.769,-62.9618,435.636,100.61,-194.011,26.0243,72.3526,-206.335,-5.77182,149.346,-53.8483,-24.1082,104.146,40.7667,-22.9414,0.6
6.03333,148.615,-87.9009,1099.44,150.296,-84.1565,941.225,115.023,-62.6336,435.524,100.821,-194.19,25.9717,72.3394,-206.41,-5.73254,149.366,-53.8219,-24.083,104.086,40.8033,-22.9632,0.60833
6.04167,148.503,-86.7444,1099.41,149.975,-83.8041,941.306,114.587,-62.7428,435.759,100.659,-194.047,26.1495,72.3811,-206.328,-5.55801,149.337,-53.8419,-24.079,104.068,40.8453,-22.927,0.61667
6.05,148.292,-85.7798,1099.36,149.787,-83.1824,941.312,114.597,-62.557,435.74,100.84,-194.175,26.3184,72.3663,-206.374,-5.55938,149.335,-53.8422,-24.0148,104.093,40.9654,-22.8314,0.625
6.05833,148.191,-84.5934,1099.21,149.925,-82.2597,941.284,114.701,-62.2838,435.713,100.681,-193.991,26.1909,72.4568,-206.308,-5.48524,149.333,-53.8118,-24.0864,104.081,40.8559,-22.8729,0.63333
6.06667,147.997,-83.4552,1099.11,149.267,-82.4904,941.322,114.478,-62.2853,435.772,100.716,-193.931,26.1942,72.4115,-206.28,-5.48929,149.423,-53.8023,-24.0659,104.097,40.9368,-22.8358,0.64167
6.075,147.818,-82.4481,1098.94,149.047,-82.1617,941.218,114.723,-61.866,435.649,100.723,-193.95,26.1797,72.4661,-206.282,-5.43517,149.396,-53.8303,-24.1404,104.051,40.7423,-22.9033,0.65
6.08333,147.585,-81.3306,1098.71,149.019,-81.815,941.107,114.35,-61.9201,435.646,100.728,-193.954,26.1905,72.5085,-206.311,-5.49167,149.42,-53.8352,-24.0694,104.114,40.845,-22.851,0.65833
6.09167,147.422,-80.3522,1098.53,148.884,-81.6542,941.017,114.435,-61.6305,435.642,100.764,-193.976,26.2313,72.503,-206.327,-5.52243,149.418,-53.8003,-24.1331,104.129,40.7762,-22.8944,0.66667
6.1,147.227,-79.4845,1098.21,148.402,-82.0228,940.944,114.444,-61.314,435.522,100.758,-193.996,26.1936,72.5524,-206.322,-5.56272,149.357,-53.8279,-24.1313,104.121,40.7324,-22.8604,0.675
6.10833,147.134,-78.7099,1097.84,147.959,-82.435,940.806,114.529,-60.8866,435.516,100.732,-194.011,26.1937,72.557,-206.29,-5.54591,149.381,-53.8333,-24.1344,104.113,40.7683,-22.8487,0.68333
6.11667,147.006,-78.0556,1097.39,147.523,-82.7435,940.784,114.451,-60.4569,435.378,100.782,-193.947,26.208,72.5693,-206.294,-5.57452,149.42,-53.8256,-24.1052,104.096,40.8608,-22.834,0.69167
6.125,146.909,-77.5025,1096.91,147.298,-83.0255,940.743,114.4,-59.9136,435.27,100.366,-193.96,26.3398,72.5284,-206.214,-5.50222,149.479,-53.808,-24.1576,104.101,40.8,-22.8921,0.7
6.13333,146.832,-77.0269,1096.41,147.154,-83.6338,940.673,114.267,-59.7314,435.315,100.701,-193.775,26.271,72.1791,-206.081,-5.75995,149.399,-53.7773,-24.0993,104.138,40.9886,-22.8411,0.70833
6.14167,146.766,-76.8005,1095.89,146.515,-84.779,940.623,114.217,-59.4144,435.231,100.697,-193.567,26.324,72.7689,-205.945,-5.32961,149.375,-53.7852,-24.1353,104.088,40.9571,-22.8997,0.71667
6.15,146.671,-76.6012,1095.24,146.199,-85.6398,940.587,114.017,-59.337,435.254,100.633,-193.66,26.2598,72.4934,-206.213,-5.58561,149.388,-53.7267,-24.1031,104.117,41.0746,-22.8091,0.725
6.15833,146.645,-76.301,1094.56,146.102,-86.5373,940.603,113.936,-59.4203,435.397,100.638,-193.389,26.1648,72.3625,-206.174,-5.54192,149.396,-53.7292,-24.1513,104.146,40.9794,-22.8844,0.73333
6.16667,146.575,-76.0685,1093.81,145.255,-88.2999,940.576,113.678,-59.6027,435.375,100.644,-193.43,26.2721,72.3775,-206.1,-5.5778,149.436,-53.7804,-24.2115,104.176,40.9634,-22.9001,0.74167
6.175,146.524,-75.7633,1092.98,145.192,-89.399,940.485,113.946,-59.6994,435.476,100.899,-193.446,26.2332,72.4308,-206.156,-5.61386,149.417,-53.7751,-24.2701,104.248,40.9898,-22.9189,0.75
6.18333,146.627,-75.4747,1092.09,144.543,-91.0587,940.409,113.895,-60.0007,435.498,100.746,-193.208,26.245,72.5097,-206.1,-5.72121,149.46,-53.8478,-24.3506,104.397,40.9883,-22.8888,0.75833
6.19167,146.65,-75.1588,1091.06,144.031,-92.6629,940.314,114.11,-60.0944,435.623,100.934,-193.278,26.3398,72.5541,-206.239,-5.70738,149.494,-53.9865,-24.5157,104.53,40.8199,-22.9986,0.76667
6.2,146.765,-74.8335,1089.94,143.489,-94.3179,940.087,114.096,-60.0988,435.621,100.835,-193.089,26.1807,72.6515,-206.175,-5.95754,149.462,-54.0585,-24.5759,104.737,40.7975,-22.9627,0.775
6.20833,146.899,-74.4876,1088.66,142.539,-96.4531,939.786,114.1,-59.8885,435.465,100.845,-193.031,26.0835,72.673,-206.139,-5.97238,149.52,-54.2226,-24.6959,104.93,40.5586,-23.003,0.78333
6.21667,147.047,-74.1457,1087.16,141.731,-98.5596,939.383,114.191,-59.3429,435.332,100.881,-193.031,26.0817,72.7919,-206.235,-6.13111,149.466,-54.4311,-24.7319,105.143,40.3944,-22.9307,0.79167
6.225,147.174,-73.7157,1085.52,141.215,-100.674,938.776,114.056,-58.6857,435.304,100.82,-192.934,26.1374,72.777,-206.183,-6.18321,149.293,-54.6463,-24.8055,105.387,40.1903,-23.0818,0.8
6.23333,147.261,-73.277,1083.68,140.271,-103.293,937.995,113.811,-57.775,435.046,100.702,-192.839,26.1146,72.7125,-206.157,-6.26057,149.135,-54.79,-24.804,105.516,40.1272,-23.0885,0.80833
6.24167,147.364,-72.7487,1081.56,139.634,-105.86,937.01,114.127,-56.4243,434.879,100.478,-192.752,26.1604,72.5919,-206.12,-6.30319,148.964,-54.9515,-24.7256,105.591,40.0293,-23.0592,0.81667
6.25,147.322,-72.2393,1079.16,138.843,-108.659,935.718,114.035,-55.2098,434.431,100.264,-192.879,26.0882,72.5878,-206.257,-6.52504,148.75,-55.2187,-24.5855,105.789,39.9383,-22.8909,0.825
6.25833,147.344,-71.7621,1076.44,138.016,-111.831,934.254,114.027,-53.8796,434.059,100.216,-193.027,26.1877,72.4835,-206.321,-6.59609,148.548,-55.5769,-24.5579,106.074,39.5134,-22.9811,0.83333
6.26667,147.407,-71.3063,1073.46,138.033,-113.826,932.357,113.998,-52.3136,433.617,99.5794,-193.322,26.4202,72.4306,-206.544,-6.7749,148.349,-56.0178,-24.2949,106.413,39.2344,-22.882,0.84167
6.275,147.498,-70.8463,1070.08,137.654,-116.808,930.422,113.851,-50.5348,433.021,99.7806,-193.476,26.3618,72.0084,-206.617,-7.05868,148.01,-56.3429,-24.0525,106.666,38.7615,-22.9329,0.85
6.28333,147.99,-69.9762,1066.51,137.244,-119.899,928.122,113.902,-48.2428,432.444,99.5394,-193.606,26.5405,72.5273,-206.892,-6.87474,147.602,-56.6258,-23.645,106.608,38.5787,-22.8459,0.85833
6.29167,147.521,-70.1048,1062.07,136.843,-123.147,925.265,114.357,-45.5569,431.823,99.209,-193.996,26.6614,72.2141,-207.441,-7.18063,147.237,-56.8039,-23.2655,106.602,38.2652,-22.8785,0.86667
6.3,147.058,-70.3142,1057.76,136.472,-126.172,922.204,114.5,-42.7625,431.157,98.8225,-193.884,26.5802,71.9378,-207.643,-7.19702,146.748,-57.033,-22.8379,106.554,37.9951,-22.6247,0.875
6.30833,147.42,-69.2367,1052.3,136.047,-129.09,918.723,115.031,-39.4251,430.403,98.47,-194.151,26.8863,71.8205,-207.749,-7.22551,146.296,-57.1944,-22.3379,106.317,37.9121,-22.1893,0.88333
6.31667,147.473,-68.56,1046.8,135.68,-131.813,914.85,115.289,-36.0289,429.52,98.3504,-194.237,26.7923,71.5954,-207.903,-7.27272,145.898,-57.3423,-21.714,105.989,37.8709,-21.7933,0.89167
6.325,147.556,-67.7789,1040.77,135.548,-134.321,910.687,115.764,-32.468,428.481,97.7095,-193.808,26.9257,71.3799,-207.787,-7.15905,145.435,-57.4093,-21.3693,105.739,37.7947,-21.584,0.9
6.33333,147.659,-66.948,1034.17,135.061,-137.05,906.132,116.221,-28.8333,427.491,97.3714,-193.629,27.1304,71.1722,-208.003,-7.10976,144.941,-57.2419,-20.7728,105.426,37.8249,-20.8546,0.90833
6.34167,147.759,-66.1002,1027.1,134.777,-139.262,901.442,116.371,-25.1899,426.294,96.8059,-193.303,26.8468,71.0068,-207.907,-7.2419,144.481,-57.1811,-20.1899,104.822,37.8916,-20.2641,0.91667
6.35,148,-65.6524,1019.44,134.763,-141.184,896.152,116.557,-21.5722,424.956,96.432,-193.201,26.6434,70.8964,-208.164,-7.45958,144.152,-57.2164,-19.6715,104.297,37.8948,-19.3049,0.925
6.35833,147.989,-64.429,1011.77,134.863,-143.142,890.526,116.297,-18.1444,423.657,96.0369,-193.424,26.553,70.8114,-208.611,-7.63816,143.555,-57.3308,-19.0138,103.832,37.5338,-17.6017,0.93333
6.36667,147.896,-63.538,1003.5,135.068,-144.779,884.712,117,-14.3221,422.041,95.4708,-193.824,26.529,70.5521,-209.092,-7.76982,143.134,-57.741,-17.6399,103.214,37.1191,-15.3844,0.94167
6.375,148.109,-62.7825,995.142,135.369,-146.524,878.667,117.372,-10.3918,420.519,94.7917,-194.164,26.6713,70.148,-209.425,-7.80696,142.707,-58.2906,-16.2017,102.838,36.6095,-13.5469,0.95
6.38333,148.085,-62.6726,986.298,135.824,-147.885,872.383,117.246,-6.44875,418.832,94.0718,-194.233,26.6775,69.7003,-209.76,-7.82132,142.344,-58.8106,-15.1979,102.863,36.2911,-12.0577,0.95833
6.39167,148.095,-62.423,977.503,136.441,-149.603,865.65,116.857,-2.40386,416.905,93.3555,-194.064,26.6471,69.1979,-209.862,-7.71481,142.205,-59.3299,-14.6914,103.085,35.8499,-11.3405,0.96667
6.4,148.195,-62.413,968.654,136.724,-150.087,859.458,116.547,2.26569,415.184,92.6973,-193.656,26.6873,68.6883,-209.903,-7.62981,141.928,-59.683,-14.3758,103.233,35.7447,-10.8655,0.975
6.40833,147.969,-62.3358,959.464,137.107,-150.621,852.9,116.312,7.25174,413.081,91.5793,-193.252,26.825,68.2402,-209.714,-7.40492,141.489,-59.732,-14.4118,102.877,35.7463,-10.8584,0.98333
6.41667,147.938,-62.4905,950.601,137.738,-150.937,846.041,116.015,12.6972,410.79,91.6029,-192.384,26.5946,67.7401,-209.489,-7.37435,140.506,-59.2442,-14.7321,101.599,36.0718,-10.8557,0.99167
6.425,147.815,-62.5019,941.917,138.192,-151.059,839.469,114.929,18.431,408.732,91.3296,-191.376,26.5979,68.0905,-209.219,-6.84833,139.192,-58.5713,-15.4337,99.707,36.4503,-11.5051,1
6.43333,148.044,-62.0837,933.574,138.893,-150.588,832.387,115.235,24.1377,405.894,91.0987,-190.571,26.316,67.845,-209.061,-6.78384,137.945,-57.8539,-16.3895,97.5187,36.9695,-12.4729,1.00833
6.44167,148.1,-61.7328,925.4,139.23,-149.881,825.339,115.224,30.1871,403.352,90.8937,-188.922,25.8039,67.6528,-208.557,-6.33764,136.757,-56.9549,-17.8804,95.744,37.5333,-14.1415,1.01667
